start_date,end_date,summary,created_date
2027-12-17T00:00:00Z,2027-12-18T00:00:00Z,"Schulen Stadt Zürich schulfrei: Schulschluss um 12 Uhr",2023-11-13T00:00:00Z
2027-12-20T00:00:00Z,2028-01-01T00:00:00Z,"Schulen Stadt Zürich: Weihnachtsferien",2023-11-13T00:00:00Z
2027-12-24T00:00:00Z,2027-12-25T00:00:00Z,"Heilig Abend",2023-11-13T00:00:00Z
2027-12-25T00:00:00Z,2027-12-26T00:00:00Z,Weihnachten,2023-11-13T00:00:00Z
2027-12-26T00:00:00Z,2027-12-27T00:00:00Z,Stephanstag,2023-11-13T00:00:00Z
2027-12-31T00:00:00Z,2028-01-01T00:00:00Z,Silvester,2023-11-13T00:00:00Z
2028-01-01T00:00:00Z,2028-01-02T00:00:00Z,Neujahrstag,2023-11-13T00:00:00Z
2028-01-02T00:00:00Z,2028-01-03T00:00:00Z,Berchtoldstag,2023-11-13T00:00:00Z
2028-02-14T00:00:00Z,2028-02-26T00:00:00Z,"Schulen Stadt Zürich: Sportferien",2023-11-13T00:00:00Z
2028-04-13T00:00:00Z,2028-04-14T00:00:00Z,"Gründonnerstag",2023-11-22T00:00:00Z
2028-04-13T00:00:00Z,2028-04-18T00:00:00Z,"Schulen Stadt Zürich schulfrei: Gründonnerstag/Ostern",2023-11-13T00:00:00Z
2028-04-14T00:00:00Z,2028-04-15T00:00:00Z,Karfreitag,2023-11-13T00:00:00Z
2028-04-16T00:00:00Z,2028-04-17T00:00:00Z,Ostersonntag,2023-11-13T00:00:00Z
2028-04-17T00:00:00Z,2028-04-18T00:00:00Z,Ostermontag,2023-11-13T00:00:00Z
2028-04-17T00:00:00Z,2028-04-29T00:00:00Z,"Schulen Stadt Zürich schulfrei: Frühlingsferien (inkl. Ostermontag am 17. April und Sechseläuten am 24. April)",2023-11-13T00:00:00Z
2028-04-24T00:00:00Z,2028-04-25T00:00:00Z,"Sechseläuten",2023-11-22T00:00:00Z
2028-05-01T00:00:00Z,2028-05-02T00:00:00Z,"Schulen Stadt Zürich schulfrei: Tag der Arbeit",2023-11-13T00:00:00Z
2028-05-25T00:00:00Z,2028-05-26T00:00:00Z,Auffahrt,2023-11-13T00:00:00Z
2028-05-25T00:00:00Z,2028-05-27T00:00:00Z,"Schulen Stadt Zürich schulfrei: Auffahrt und Freitag nach Auffahrt",2023-11-13T00:00:00Z
2028-06-04T00:00:00Z,2028-06-04T00:00:00Z,Pfingsten,2023-11-13T00:00:00Z
2028-06-04T00:00:00Z,2028-06-06T00:00:00Z,"Schulen Stadt Zürich schulfrei: Pfingsten",2023-11-13T00:00:00Z
2028-06-05T00:00:00Z,2028-06-06T00:00:00Z,Pfingstmontag,2023-11-13T00:00:00Z
2028-07-17T00:00:00Z,2028-08-19T00:00:00Z,"Schulen Stadt Zürich: Sommerferien (KW 29-33)",2023-11-13T00:00:00Z
2028-08-01T00:00:00Z,2028-08-02T00:00:00Z,Nationalfeiertag,2023-11-13T00:00:00Z
2028-08-21T00:00:00Z,2028-08-22T00:00:00Z,"Schulen Stadt Zürich: 1. Schultag",2023-11-13T00:00:00Z
2028-09-11T00:00:00Z,2028-09-12T00:00:00Z,"Schulen Stadt Zürich schulfrei: Knabenschiessen",2023-11-13T00:00:00Z
2028-10-09T00:00:00Z,2028-10-21T00:00:00Z,"Schulen Stadt Zürich: Herbstferien",2023-11-13T00:00:00Z
2028-12-22T00:00:00Z,2028-12-23T00:00:00Z,"Schulen Stadt Zürich schulfrei: Schulschluss 12 Uhr",2023-11-13T00:00:00Z
2028-12-25T00:00:00Z,2028-12-26T00:00:00Z,Weihnachten,2023-11-13T00:00:00Z
2028-12-25T00:00:00Z,2029-01-06T00:00:00Z,"Schulen Stadt Zürich: Weihnachtsferien",2023-11-13T00:00:00Z
2028-12-26T00:00:00Z,2028-12-27T00:00:00Z,Stephanstag,2023-11-13T00:00:00Z
2028-12-31T00:00:00Z,2029-01-01T00:00:00Z,Silvester,2023-11-13T00:00:00Z
2029-01-01T00:00:00Z,2029-01-02T00:00:00Z,Neujahrstag,2023-11-13T00:00:00Z
2029-01-02T00:00:00Z,2029-01-03T00:00:00Z,Berchtoldstag,2023-11-13T00:00:00Z
2029-02-12T00:00:00Z,2029-02-24T00:00:00Z,"Schulen Stadt Zürich: Sportferien",2023-11-13T00:00:00Z
2029-03-29T00:00:00Z,2029-03-30T00:00:00Z,"Gründonnerstag",2023-11-22T00:00:00Z
2029-03-29T00:00:00Z,2029-04-03T00:00:00Z,"Schulen Stadt Zürich schulfrei: Gründonnerstag/Ostern",2023-11-13T00:00:00Z
2029-03-30T00:00:00Z,2029-03-31T00:00:00Z,Karfreitag,2023-11-13T00:00:00Z
2029-04-01T00:00:00Z,2029-04-02T00:00:00Z,Ostersonntag,2023-11-13T00:00:00Z
2029-04-02T00:00:00Z,2029-04-03T00:00:00Z,Ostermontag,2023-11-13T00:00:00Z
2029-04-16T00:00:00Z,2029-04-17T00:00:00Z,"Schulen Stadt Zürich schulfrei: Sechseläuten",2023-11-13T00:00:00Z
2029-04-23T00:00:00Z,2029-05-05T00:00:00Z,"Schulen Stadt Zürich: Frühlingsferien (inkl. Tag der Arbeit am 1. Mai)",2023-11-13T00:00:00Z
2029-05-01T00:00:00Z,2029-05-02T00:00:00Z,"Tag der Arbeit",2023-11-13T00:00:00Z
2029-05-10T00:00:00Z,2029-05-11T00:00:00Z,Auffahrt,2023-11-13T00:00:00Z
2029-05-10T00:00:00Z,2029-05-12T00:00:00Z,"Schulen Stadt Zürich schulfrei: Auffahrt und Freitag nach Auffahrt",2023-11-13T00:00:00Z
2029-05-20T00:00:00Z,2029-05-21T00:00:00Z,Pfingsten,2023-11-22T00:00:00Z
2029-05-20T00:00:00Z,2029-05-21T00:00:00Z,Pfingstsonntag,2023-11-13T00:00:00Z
2029-05-20T00:00:00Z,2029-05-22T00:00:00Z,"Schulen Stadt Zürich schulfrei: Pfingsten",2023-11-13T00:00:00Z
2029-05-21T00:00:00Z,2029-05-22T00:00:00Z,Pfingstmontag,2023-11-13T00:00:00Z
2029-07-16T00:00:00Z,2029-08-18T00:00:00Z,"Schulen Stadt Zürich: Sommerferien (KW 29-33)",2023-11-13T00:00:00Z
2029-08-01T00:00:00Z,2029-08-02T00:00:00Z,Nationalfeiertag,2023-11-13T00:00:00Z
2029-08-20T00:00:00Z,2029-08-21T00:00:00Z,"Schulen Stadt Zürich: 1. Schultag",2023-11-13T00:00:00Z
2029-09-10T00:00:00Z,2029-09-11T00:00:00Z,"Schulen Stadt Zürich schulfrei: Knabenschiessen",2023-11-13T00:00:00Z
2029-10-08T00:00:00Z,2029-10-20T00:00:00Z,"Schulen Stadt Zürich: Herbstferien",2023-11-13T00:00:00Z
2029-12-21T00:00:00Z,2029-12-22T00:00:00Z,"Schulen Stadt Zürich schulfrei: Schulschluss 12 Uhr",2023-11-13T00:00:00Z
2029-12-24T00:00:00Z,2029-12-25T00:00:00Z,"Heilig Abend",2023-11-13T00:00:00Z
2029-12-24T00:00:00Z,2030-01-05T00:00:00Z,"Schulen Stadt Zürich: Weihnachtsferien",2023-11-13T00:00:00Z
2029-12-25T00:00:00Z,2029-12-26T00:00:00Z,Weihnachten,2023-11-13T00:00:00Z
2029-12-26T00:00:00Z,2029-12-27T00:00:00Z,Stephanstag,2023-11-13T00:00:00Z
2029-12-31T00:00:00Z,2030-01-01T00:00:00Z,Silvester,2023-11-13T00:00:00Z
2030-01-01T00:00:00Z,2030-01-02T00:00:00Z,Neujahrstag,2023-11-13T00:00:00Z
2030-01-02T00:00:00Z,2030-01-03T00:00:00Z,Berchtoldstag,2023-11-13T00:00:00Z
2030-02-11T00:00:00Z,2030-02-23T00:00:00Z,"Schulen Stadt Zürich: Sportferien",2023-11-13T00:00:00Z
2030-04-08T00:00:00Z,2030-04-09T00:00:00Z,"Schulen Stadt Zürich schulfrei: Sechseläuten",2023-11-13T00:00:00Z
2030-04-18T00:00:00Z,2030-04-19T00:00:00Z,"Gründonnerstag",2023-11-22T00:00:00Z
2030-04-18T00:00:00Z,2030-04-23T00:00:00Z,"Schulen Stadt Zürich schulfrei: Gründonnerstag/Ostern",2023-11-13T00:00:00Z
2030-04-19T00:00:00Z,2030-04-20T00:00:00Z,Karfreitag,2023-11-13T00:00:00Z
2030-04-21T00:00:00Z,2030-04-22T00:00:00Z,Ostersonntag,2023-11-13T00:00:00Z
2030-04-22T00:00:00Z,2030-04-23T00:00:00Z,Ostermontag,2023-11-13T00:00:00Z
2030-04-22T00:00:00Z,2030-05-04T00:00:00Z,"Schulen Stadt Zürich: Frühlingsferien (inkl. Ostermontag am 22. April und Tag der Arbeit am 1. Mai)",2023-11-13T00:00:00Z
2030-05-01T00:00:00Z,2030-05-02T00:00:00Z,"Tag der Arbeit",2023-11-13T00:00:00Z
2030-05-30T00:00:00Z,2030-05-31T00:00:00Z,Auffahrt,2023-11-13T00:00:00Z
2030-05-30T00:00:00Z,2030-06-01T00:00:00Z,"Schulen Stadt Zürich schulfrei: Auffahrt und Freitag nach Auffahrt",2023-11-13T00:00:00Z
2030-06-09T00:00:00Z,2030-06-10T00:00:00Z,Pfingsten,2023-11-13T00:00:00Z
2030-06-09T00:00:00Z,2030-06-11T00:00:00Z,"Schulen Stadt Zürich schulfrei: Pfingsten",2023-11-13T00:00:00Z
2030-06-10T00:00:00Z,2030-06-11T00:00:00Z,Pfingstmontag,2023-11-13T00:00:00Z
2030-07-15T00:00:00Z,2030-08-17T00:00:00Z,"Schulen Stadt Zürich: Sommerferien (KW 29-33)",2023-11-13T00:00:00Z
